Fitting 3 folds for each of 192 candidates, totalling 576 fits
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.0s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   4.3s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.9s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.9s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  16.3s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  13.9s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=  14.4s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.6s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.3s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  17.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  24.4s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   7.6s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   7.2s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.7s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.0s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.7s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  23.8s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.8s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.7s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  10.3s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=  11.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   9.8s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.8s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.5s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  22.8s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  20.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   7.1s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  25.8s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=   9.6s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  14.8s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.8s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.8s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.3s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.4s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=   7.5s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   9.5s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  21.3s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  14.0s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=  14.0s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.9s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.7s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  15.4s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   9.7s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  11.2s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.7s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  20.9s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=   6.0s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  17.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.0s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  41.2s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  12.0s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  11.8s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   8.3s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  23.0s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  12.3s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  16.5s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   7.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  29.2s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.8s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   9.8s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  23.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  25.9s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=1.0; total time=  12.2s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  17.8s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  18.4s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  30.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  21.9s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   8.0s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  27.5s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  12.7s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  17.4s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   3.7s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=  12.7s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=  29.9s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  23.4s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.5s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.6s
[CV] END learning_rate=0.9, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  23.2s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  10.9s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  17.9s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  22.8s
[CV] END learning_rate=0.1, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  50.4s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  15.0s
[CV] END learning_rate=0.9, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   5.8s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   4.1s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  11.8s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.3s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   4.8s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  16.5s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=200, scale_pos_weight=1, subsample=0.6; total time=   9.2s
[CV] END learning_rate=0.1, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=0.6; total time=  41.0s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  22.1s
[CV] END learning_rate=0.9, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   7.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  28.0s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=1.0; total time=  12.3s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  17.3s
[CV] END learning_rate=0.1, max_depth=6, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   3.2s
[CV] END learning_rate=0.1, max_depth=12, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  24.9s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=0.6; total time=   3.6s
[CV] END learning_rate=0.5, max_depth=6, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=   8.5s
[CV] END learning_rate=0.5, max_depth=12, n_estimators=200, scale_pos_weight=1, subsample=1.0; total time=  16.1s
[CV] END learning_rate=0.5, max_depth=18, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  11.1s
[CV] END learning_rate=0.5, max_depth=20, n_estimators=300, scale_pos_weight=1, subsample=1.0; total time=  10.4s
[CV] END learning_rate=0.9, max_depth=12, n_estimators=200, scale_pos_weight=6.4095, subsample=0.6; total time=  18.0s
[CV] END learning_rate=0.95, max_depth=6, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   4.4s
[CV] END learning_rate=0.95, max_depth=12, n_estimators=100, scale_pos_weight=1, subsample=0.6; total time=   9.7s
[CV] END learning_rate=0.95, max_depth=18, n_estimators=100, scale_pos_weight=6.4095, subsample=1.0; total time=   5.4s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=100, scale_pos_weight=1, subsample=1.0; total time=   4.7s
[CV] END learning_rate=0.95, max_depth=20, n_estimators=300, scale_pos_weight=6.4095, subsample=0.6; total time=  17.2s
Best parameters for XGBoost: {'learning_rate': 0.1, 'max_depth': 6, 'n_estimators': 100, 'scale_pos_weight': 1, 'subsample': 1.0}
Best Gini for XGBoost: 0.12475173509405324:

